Invoice_ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating;;;;;;;;;;;;;;;;;;
75016718428,2,2,1,74.69,7,261415,5489715,152019,0,547222222222222,522.83,261415,9.1;;;;;;Invoice_ID;Branch;Customer type;1;Unit price;Quantity;Tax 5%;Total;Date;Time;cogs;gross income;Rating
57415719721,2,1,1,43.27,2,4327,90867,382019,0,703472222222222,86.54,4327,5.7;;;;;;28617517818;1;1;2;69.08;2;6.908;145.068;1312019;19:48;138.16;6.908;6.9
45915017686,3,1,2,23.46,6,7038,147798,1132019,0,801388888888889,140.76,7038,6.4;;;;;;57415719721;2;1;1;43.27;2;4.327;90.867;382019;16:53;86.54;4.327;5.7
61618710016,1,1,1,95.54,7,33439,702219,392019,0,608333333333333,668.78,33439,9.6;;;;;;45915017686;3;1;2;23.46;6;7.038;147.798;1132019;19:14;140.76;7.038;6.4
83715517229,2,1,2,47.44,1,2372,49812,2222019,0,763194444444444,47.44,2372,6.8;;;;;;61618710016;1;1;1;95.54;7;33.439;702.219;392019;14:36;668.78;33.439;9.6
75116910068,2,1,2,99.24,9,44658,937818,3192019,0,797916666666667,893.16,44658,9;;;;;;83715517229;2;1;2;47.44;1;2.372;49.812;2222019;18:19;47.44;2.372;6.8
25717311380,3,2,2,82.93,4,16586,348306,1202019,0,702083333333333,331.72,16586,9.6;;;;;;75116910068;2;1;2;99.24;9;44.658;937.818;3192019;19:09;893.16;44.658;9
34510814992,3,1,2,33.99,6,10197,214137,382019,0,650694444444444,203.94,10197,7.7;;;;;;25717311380;3;2;2;82.93;4;16.586;348.306;1202019;16:51;331.72;16.586;9.6
54919614200,1,2,1,17.04,4,3408,71568,382019,0,84375,68.16,3408,7;;;;;;34510814992;3;1;2;33.99;6;10.197;214.137;382019;15:37;203.94;10.197;7.7
81016016344,3,1,2,40.86,8,16344,343224,272019,0,609722222222222,326.88,16344,6.5;;;;;;54919614200;1;2;1;17.04;4;3.408;71.568;382019;20:15;68.16;3.408;7
45012812866,3,2,1,17.44,5,4.36,91.56,1152019,0,809027777777778,87.2,4.36,8.1;;;;;;81016016344;3;1;2;40.86;8;16.344;343.224;272019;14:38;326.88;16.344;6.5
39413013170,3,2,1,88.43,8,35372,742812,3222019,0,815972222222222,707.44,35372,4.3;;;;;;45012812866;3;2;1;17.44;5;4.36;91.56;1152019;19:25;87.2;4.36;8.1
13811715109,2,2,2,89.21,9,401445,8430345,1152019,0,654166666666667,802.89,401445,6.5;;;;;;39413013170;3;2;1;88.43;8;35.372;742.812;3222019;19:35;707.44;35.372;4.3
19219817397,1,1,1,12.78,1,0.639,13419,182019,0,590972222222222,12.78,0.639,9.5;;;;;;13811715109;2;2;2;89.21;9;401.445;8.430.345;1152019;15:42;802.89;401.445;6.5
30111119629,3,1,1,19.1,7,6685,140385,1152019,0,446527777777778,133.7,6685,9.7;;;;;;19219817397;1;1;1;12.78;1;0.639;13.419;182019;14:11;12.78;0.639;9.5
39018015128,1,2,2,19.15,1,0.9575,201075,1282019,0,748611111111111,19.15,0.9575,9.5;;;;;;30111119629;3;1;1;19.1;7;6.685;140.385;1152019;10:43;133.7;6.685;9.7
23514618343,2,2,2,27.66,10,13.83,290.43,2142019,0,476388888888889,276.6,13.83,8.9;;;;;;39018015128;1;2;2;19.15;1;0.9575;201.075;1282019;17:58;19.15;0.9575;9.5
45311217053,3,1,1,45.74,3,6861,144081,3102019,0,734722222222222,137.22,6861,6.5;;;;;;23514618343;2;2;2;27.66;10;13.83;290.43;2142019;11:26;276.6;13.83;8.9
29611117041,3,2,1,27.07,1,13535,284235,1122019,0,838194444444444,27.07,13535,5.3;;;;;;45311217053;3;1;1;45.74;3;6.861;144.081;3102019;17:38;137.22;6.861;6.5
44912712918,2,2,1,39.12,1,1956,41076,3262019,0,459722222222222,39.12,1956,9.6;;;;;;29611117041;3;2;1;27.07;1;13.535;284.235;1122019;20:07;27.07;13.535;5.3
89110117034,2,1,2,74.71,6,22413,470673,112019,0,796527777777778,448.26,22413,6.7;;;;;;44912712918;2;2;1;39.12;1;1.956;41.076;3262019;11:02;39.12;1.956;9.6
74410915786,2,1,1,22.01,6,6603,138663,122019,0,784722222222222,132.06,6603,7.6;;;;;;89110117034;2;1;2;74.71;6;22.413;470.673;112019;19:07;448.26;22.413;6.7
72711710390,2,1,2,63.61,5,159025,3339525,3162019,0,529861111111111,318.05,159025,4.8;;;;;;74410915786;2;1;1;22.01;6;6.603;138.663;122019;18:50;132.06;6.603;7.6
56818813448,1,1,2,25,1,1.25,26.25,332019,0,63125,25,1.25,5.5;;;;;;72711710390;2;1;2;63.61;5;159.025;3.339.525;3162019;12:43;318.05;159.025;4.8
18718315490,1,2,1,20.77,4,4154,87234,1312019,0,574305555555556,83.08,4154,4.7;;;;;;56818813448;1;1;2;25;1;1.25;26.25;332019;15:09;25;1.25;5.5
76715411907,1,2,1,29.56,5,7.39,155.19,2132019,0,707638888888889,147.8,7.39,6.9;;;;;;18718315490;1;2;1;20.77;4;4.154;87.234;1312019;13:47;83.08;4.154;4.7
71014614433,2,2,2,77.4,9,34.83,731.43,2152019,0,59375,696.6,34.83,4.5;;;;;;76715411907;1;2;1;29.56;5;7.39;155.19;2132019;16:59;147.8;7.39;6.9
53313315337,2,1,1,79.39,10,39695,833595,272019,0,85,793.9,39695,6.2;;;;;;71014614433;2;2;2;77.4;9;34.83;731.43;2152019;14:15;696.6;34.83;4.5
32519018763,2,2,2,46.57,10,23285,488985,1272019,0,581944444444444,465.7,23285,7.6;;;;;;53313315337;2;1;1;79.39;10;39.695;833.595;272019;20:24;793.9;39.695;6.2
72914617422,3,1,2,35.89,1,17945,376845,2232019,0,702777777777778,35.89,17945,7.9;;;;;;32519018763;2;2;2;46.57;10;23.285;488.985;1272019;13:58;465.7;23.285;7.6
63917611242,3,1,1,40.52,5,10.13,212.73,232019,0,638194444444444,202.6,10.13,4.5;;;;;;72914617422;3;1;2;35.89;1;17.945;376.845;2232019;16:52;35.89;17.945;7.9
23410314040,3,2,1,73.05,10,36525,767025,332019,0,517361111111111,730.5,36525,8.7;;;;;;63917611242;3;1;1;40.52;5;10.13;212.73;232019;15:19;202.6;10.13;4.5
32617112155,2,1,1,73.95,4,14.79,310.59,232019,0,418055555555556,295.8,14.79,6.1;;;;;;23410314040;3;2;1;73.05;10;36.525;767.025;332019;12:25;730.5;36.525;8.7
32013218842,3,2,2,22.62,1,1131,23751,3172019,0,790277777777778,22.62,1131,6.4;;;;;;32617112155;2;1;1;73.95;4;14.79;310.59;232019;10:02;295.8;14.79;6.1
47013219057,3,2,1,51.34,5,12835,269535,3282019,0,646527777777778,256.7,12835,9.1;;;;;;32013218842;3;2;2;22.62;1;1.131;23.751;3172019;18:58;22.62;1.131;6.4
87813012331,1,2,1,54.55,10,27275,572775,322019,0,473611111111111,545.5,27275,7.1;;;;;;47013219057;3;2;1;51.34;5;12.835;269.535;3282019;15:31;256.7;12.835;9.1
44015915691,3,2,2,37.15,7,130025,2730525,282019,0,55,260.05,130025,7.7;;;;;;87813012331;1;2;1;54.55;10;27.275;572.775;322019;11:22;545.5;27.275;7.1
55415313790,3,1,2,37.02,6,11106,233226,3222019,0,772916666666667,222.12,11106,4.5;;;;;;44015915691;3;2;2;37.15;7;130.025;2.730.525;282019;13:12;260.05;130.025;7.7
74611910921,2,1,1,21.58,1,1079,22659,292019,0,418055555555556,21.58,1079,7.2;;;;;;55415313790;3;1;2;37.02;6;11.106;233.226;3222019;18:33;222.12;11.106;4.5
23313410817,3,2,1,98.84,1,4942,103782,2152019,0,472916666666667,98.84,4942,8.4;;;;;;74611910921;2;1;1;21.58;1;1.079;22.659;292019;10:02;21.58;1.079;7.2
76710511286,3,2,1,83.77,6,25131,527751,1232019,0,506944444444444,502.62,25131,5.4;;;;;;23313410817;3;2;1;98.84;1;4.942;103.782;2152019;11:21;98.84;4.942;8.4
34012119136,3,2,2,40.05,4,8.01,168.21,1252019,0,486111111111111,160.2,8.01,9.7;;;;;;76710511286;3;2;1;83.77;6;25.131;527.751;1232019;12:10;502.62;25.131;5.4
40513113305,1,2,2,43.13,10,21565,452865,222019,0,771527777777778,431.3,21565,5.5;;;;;;34012119136;3;2;2;40.05;4;8.01;168.21;1252019;11:40;160.2;8.01;9.7
73115917531,1,2,1,72.57,8,29028,609588,3302019,0,748611111111111,580.56,29028,4.6;;;;;;40513113305;1;2;2;43.13;10;21.565;452.865;222019;18:31;431.3;21.565;5.5
67613916028,2,2,2,64.44,5,16.11,338.31,3302019,0,711111111111111,322.2,16.11,6.6;;;;;;73115917531;1;2;1;72.57;8;29.028;609.588;3302019;17:58;580.56;29.028;4.6
50210511910,1,1,1,65.18,3,9777,205317,2252019,0,857638888888889,195.54,9777,6.3;;;;;;67613916028;2;2;2;64.44;5;16.11;338.31;3302019;17:04;322.2;16.11;6.6
48513018700,1,1,2,33.26,5,8315,174615,3182019,0,673611111111111,166.3,8315,4.2;;;;;;50210511910;1;1;1;65.18;3;9.777;205.317;2252019;20:35;195.54;9.777;6.3
59814719715,1,1,2,84.07,4,16814,353094,372019,0,704166666666667,336.28,16814,4.4;;;;;;48513018700;1;1;2;33.26;5;8.315;174.615;3182019;16:10;166.3;8.315;4.2
70116918742,3,1,2,34.37,10,17185,360885,3162019,0,424305555555556,343.7,17185,6.7;;;;;;59814719715;1;1;2;84.07;4;16.814;353.094;372019;16:54;336.28;16.814;4.4
57516711508,2,1,2,38.6,1,1.93,40.53,1292019,0,476388888888889,38.6,1.93,6.7;;;;;;70116918742;3;1;2;34.37;10;17.185;360.885;3162019;10:11;343.7;17.185;6.7
54110813113,1,1,1,65.97,8,26388,554148,222019,0,853472222222222,527.76,26388,8.4;;;;;;57516711508;2;1;2;38.6;1;1.93;40.53;1292019;11:26;38.6;1.93;6.7
24611113901,3,1,2,32.8,10,16.4,344.4,2152019,0,508333333333333,328,16.4,6.2;;;;;;54110813113;1;1;1;65.97;8;26.388;554.148;222019;20:29;527.76;26.388;8.4
67411519296,3,1,2,37.14,5,9285,194985,182019,0,545138888888889,185.7,9285,5;;;;;;24611113901;3;1;2;32.8;10;16.4;344.4;2152019;12:12;328;16.4;6.2
30511813552,1,2,1,60.38,10,30.19,633.99,2122019,0,679861111111111,603.8,30.19,6;;;;;;67411519296;3;1;2;37.14;5;9.285;194.985;182019;13:05;185.7;9.285;5
49316516248,2,2,1,36.98,10,18.49,388.29,112019,0,825,369.8,18.49,7;;;;;;30511813552;1;2;1;60.38;10;30.19;633.99;2122019;16:19;603.8;30.19;6
43810114015,3,2,1,49.49,4,9898,207858,3212019,0,642361111111111,197.96,9898,6.6;;;;;;49316516248;2;2;1;36.98;10;18.49;388.29;112019;19:48;369.8;18.49;7
70915814068,2,1,2,41.09,10,20545,431445,2282019,0,6125,410.9,20545,7.3;;;;;;43810114015;3;2;1;49.49;4;9.898;207.858;3212019;15:25;197.96;9.898;6.6
79514917276,2,1,2,37.15,4,7.43,156.03,3232019,0,790972222222222,148.6,7.43,8.3;;;;;;70915814068;2;1;2;41.09;10;20.545;431.445;2282019;14:42;410.9;20.545;7.3
55617218512,1,1,1,22.96,1,1148,24108,1302019,0,865972222222222,22.96,1148,4.3;;;;;;79514917276;2;1;2;37.15;4;7.43;156.03;3232019;18:59;148.6;7.43;8.3
62719513243,3,2,1,77.68,9,34956,734076,242019,0,55625,699.12,34956,9.8;;;;;;55617218512;1;1;1;22.96;1;1.148;24.108;1302019;20:47;22.96;1.148;4.3
68614110932,2,1,1,34.7,2,3.47,72.87,3132019,0,825,69.4,3.47,8.2;;;;;;62719513243;3;2;1;77.68;9;34.956;734.076;242019;13:21;699.12;34.956;9.8
51010915628,2,2,1,19.66,10,9.83,206.43,3152019,0,763888888888889,196.6,9.83,7.2;;;;;;68614110932;2;1;1;34.7;2;3.47;72.87;3132019;19:48;69.4;3.47;8.2
60810413797,1,2,1,25.32,8,10128,212688,352019,0,85,202.56,10128,8.7;;;;;;51010915628;2;2;1;19.66;10;9.83;206.43;3152019;18:20;196.6;9.83;7.2
14818212527,2,2,2,12.12,10,6.06,127.26,352019,0,572222222222222,121.2,6.06,8.4;;;;;;60810413797;1;2;1;25.32;8;10.128;212.688;352019;20:24;202.56;10.128;8.7
43715313084,3,1,2,99.89,2,9989,209769,2262019,0,491666666666667,199.78,9989,7.1;;;;;;14818212527;2;2;2;12.12;10;6.06;127.26;352019;13:44;121.2;6.06;8.4
63213214574,2,1,1,75.92,8,30368,637728,3202019,0,593055555555556,607.36,30368,5.5;;;;;;43715313084;3;1;2;99.89;2;9.989;209.769;2262019;11:48;199.78;9.989;7.1
55619717101,2,1,1,63.22,2,6322,132762,112019,0,660416666666667,126.44,6322,8.5;;;;;;63213214574;2;1;1;75.92;8;30.368;637.728;3202019;14:14;607.36;30.368;5.5
86215918517,3,1,1,90.24,6,27072,568512,1272019,0,470138888888889,541.44,27072,6.2;;;;;;55619717101;2;1;1;63.22;2;6.322;132.762;112019;15:51;126.44;6.322;8.5
40111818016,3,2,1,98.13,1,49065,1030365,1212019,0,733333333333333,98.13,49065,8.9;;;;;;86215918517;3;1;1;90.24;6;27.072;568.512;1272019;11:17;541.44;27.072;6.2
42011818989,2,2,2,51.52,8,20608,432768,222019,0,657638888888889,412.16,20608,9.6;;;;;;40111818016;3;2;1;98.13;1;49.065;1.030.365;1212019;17:36;98.13;49.065;8.9
27716312961,1,2,1,73.97,1,36985,776685,232019,0,661805555555556,73.97,36985,5.4;;;;;;42011818989;2;2;2;51.52;8;20.608;432.768;222019;15:47;412.16;20.608;9.6
57319818548,2,2,2,31.9,1,1595,33495,152019,0,527777777777778,31.9,1595,9.1;;;;;;27716312961;1;2;1;73.97;1;36.985;776.685;232019;15:53;73.97;36.985;5.4
62010212046,3,1,1,69.4,2,6.94,145.74,1272019,0,825,138.8,6.94,9;;;;;;57319818548;2;2;2;31.9;1;1.595;33.495;152019;12:40;31.9;1.595;9.1
28213512475,3,1,2,93.31,2,9331,195951,3252019,0,745138888888889,186.62,9331,6.3;;;;;;62010212046;3;1;1;69.4;2;6.94;145.74;1272019;19:48;138.8;6.94;9
51115413087,2,1,2,88.45,1,44225,928725,2252019,0,691666666666667,88.45,44225,9.5;;;;;;28213512475;3;1;2;93.31;2;9.331;195.951;3252019;17:53;186.62;9.331;6.3
72612916793,2,2,1,24.18,8,9672,203112,1282019,0,870833333333333,193.44,9672,9.8;;;;;;51115413087;2;1;2;88.45;1;44.225;928.725;2252019;16:36;88.45;44.225;9.5
38714914215,1,2,1,48.5,3,7275,152775,182019,0,534722222222222,145.5,7275,6.7;;;;;;72612916793;2;2;1;24.18;8;9.672;203.112;1282019;20:54;193.44;9.672;9.8
86211719201,2,1,2,84.05,6,25215,529515,1292019,0,45,504.3,25215,7.7;;;;;;38714914215;1;2;1;48.5;3;7.275;152.775;182019;12:50;145.5;7.275;6.7
29112115991,2,2,1,61.29,5,153225,3217725,3292019,0,602777777777778,306.45,153225,7;;;;;;86211719201;2;1;2;84.05;6;25.215;529.515;1292019;10:48;504.3;25.215;7.7
60218019671,2,2,1,15.95,6,4785,100485,292019,0,71875,95.7,4785,5.1;;;;;;29112115991;2;2;1;61.29;5;153.225;3.217.725;3292019;14:28;306.45;153.225;7
34717216115,3,2,1,90.74,7,31759,666939,1162019,0,752083333333333,635.18,31759,6.2;;;;;;60218019671;2;2;1;15.95;6;4.785;100.485;292019;17:15;95.7;4.785;5.1
20916110206,2,1,1,42.91,5,107275,2252775,152019,0,728472222222222,214.55,107275,6.1;;;;;;34717216115;3;2;1;90.74;7;31.759;666.939;1162019;18:03;635.18;31.759;6.2
59512714851,1,1,2,54.28,7,18998,398958,1272019,0,753472222222222,379.96,18998,9.3;;;;;;20916110206;2;1;1;42.91;5;107.275;2.252.775;152019;17:29;214.55;107.275;6.1
18915210236,1,1,2,99.55,7,348425,7316925,3142019,0,504861111111111,696.85,348425,7.6;;;;;;59512714851;1;1;2;54.28;7;18.998;398.958;1272019;18:05;379.96;18.998;9.3
50310710930,1,2,1,58.39,7,204365,4291665,2232019,0,825694444444444,408.73,204365,8.2;;;;;;18915210236;1;1;2;99.55;7;348.425;7.316.925;3142019;12:07;696.85;348.425;7.6
41312016708,3,2,2,51.47,1,25735,540435,3182019,0,661111111111111,51.47,25735,8.5;;;;;;50310710930;1;2;1;58.39;7;204.365;4.291.665;2232019;19:49;408.73;204.365;8.2
42518512085,3,2,2,54.86,5,13715,288015,3292019,0,7,274.3,13715,9.8;;;;;;41312016708;3;2;2;51.47;1;25.735;540.435;3182019;15:52;51.47;25.735;8.5
52111817827,2,2,2,39.39,5,98475,2067975,1222019,0,865277777777778,196.95,98475,8.7;;;;;;42518512085;3;2;2;54.86;5;13.715;288.015;3292019;16:48;274.3;13.715;9.8
22012811851,3,1,2,34.73,2,3473,72933,312019,0,759722222222222,69.46,3473,9.7;;;;;;52111817827;2;2;2;39.39;5;98.475;2.067.975;1222019;20:46;196.95;98.475;8.7
60013819738,1,2,1,71.92,5,17.98,377.58,1172019,0,628472222222222,359.6,17.98,4.3;;;;;;22012811851;3;1;2;34.73;2;3.473;72.933;312019;18:14;69.46;3.473;9.7
73419111155,3,1,1,45.71,3,68565,1439865,3262019,0,440277777777778,137.13,68565,7.7;;;;;;60013819738;1;2;1;71.92;5;17.98;377.58;1172019;15:05;359.6;17.98;4.3
45112815717,2,2,1,83.17,6,24951,523971,3202019,0,474305555555556,499.02,24951,7.3;;;;;;73419111155;3;1;1;45.71;3;68.565;1.439.865;3262019;10:34;137.13;68.565;7.7
60918118548,3,2,2,37.44,6,11232,235872,262019,0,579861111111111,224.64,11232,5.9;;;;;;45112815717;2;2;1;83.17;6;24.951;523.971;3202019;11:23;499.02;24.951;7.3
13311417229,1,1,2,62.87,2,6287,132027,112019,0,488194444444444,125.74,6287,5;;;;;;60918118548;3;2;2;37.44;6;11.232;235.872;262019;13:55;224.64;11.232;5.9
53410114457,3,1,1,81.71,6,24513,514773,1272019,0,608333333333333,490.26,24513,8;;;;;;13311417229;1;1;2;62.87;2;6.287;132.027;112019;11:43;125.74;6.287;5
71918918991,1,2,2,91.41,5,228525,4799025,2252019,0,66875,457.05,228525,7.1;;;;;;53410114457;3;1;1;81.71;6;24.513;514.773;1272019;14:36;490.26;24.513;8
28616216248,1,1,2,39.21,4,7842,164682,1162019,0,835416666666667,156.84,7842,9;;;;;;71918918991;1;2;2;91.41;5;228.525;4.799.025;2252019;16:03;457.05;228.525;7.1
33913819982,2,2,1,59.86,2,5986,125706,1132019,0,621527777777778,119.72,5986,6.7;;;;;;28616216248;1;1;2;39.21;4;7.842;164.682;1162019;20:03;156.84;7.842;9
82714415872,2,2,2,54.36,10,27.18,570.78,272019,0,477777777777778,543.6,27.18,6.1;;;;;;33913819982;2;2;1;59.86;2;5.986;125.706;1132019;14:55;119.72;5.986;6.7
82717717633,2,1,2,98.09,9,441405,9269505,2172019,0,820138888888889,882.81,441405,9.3;;;;;;82714415872;2;2;2;54.36;10;27.18;570.78;272019;11:28;543.6;27.18;6.1
28718311405,1,1,2,25.43,6,7629,160209,2122019,0,792361111111111,152.58,7629,7;;;;;;82717717633;2;1;2;98.09;9;441.405;9.269.505;2172019;19:41;882.81;441.405;9.3
43511314908,1,2,2,86.68,8,34672,728112,1242019,0,752777777777778,693.44,34672,7.2;;;;;;28718311405;1;1;2;25.43;6;7.629;160.209;2122019;19:01;152.58;7.629;7
85716719057,1,1,1,22.95,10,11475,240975,262019,0,805555555555555,229.5,11475,8.2;;;;;;43511314908;1;2;2;86.68;8;34.672;728.112;1242019;18:04;693.44;34.672;7.2
23612711144,2,1,1,16.31,9,73395,1541295,3262019,0,438194444444444,146.79,73395,8.4;;;;;;85716719057;1;1;1;22.95;10;11.475;240.975;262019;19:20;229.5;11.475;8.2
89210516689,3,1,2,28.32,5,7.08,148.68,3112019,0,561111111111111,141.6,7.08,6.2;;;;;;23612711144;2;1;1;16.31;9;73.395;1.541.295;3262019;10:31;146.79;73.395;8.4
58314114548,1,1,1,16.67,7,58345,1225245,272019,0,483333333333333,116.69,58345,7.4;;;;;;89210516689;3;1;2;28.32;5;7.08;148.68;3112019;13:28;141.6;7.08;6.2
33911214827,3,2,2,73.96,1,3698,77658,152019,0,480555555555556,73.96,3698,5;;;;;;58314114548;1;1;1;16.67;7;58.345;1.225.245;272019;11:36;116.69;58.345;7.4
64313817867,2,1,1,97.94,1,4897,102837,372019,0,488888888888889,97.94,4897,6.9;;;;;;33911214827;3;2;2;73.96;1;3.698;77.658;152019;11:32;73.96;3.698;5
30818110538,1,1,1,73.05,4,14.61,306.81,2252019,0,719444444444444,292.2,14.61,4.9;;;;;;64313817867;2;1;1;97.94;1;4.897;102.837;372019;11:44;97.94;4.897;6.9
35818819262,1,2,2,87.48,6,26244,551124,212019,0,779861111111111,524.88,26244,5.1;;;;;;30818110538;1;1;1;73.05;4;14.61;306.81;2252019;17:16;292.2;14.61;4.9
46013514390,3,1,2,30.68,3,4602,96642,1222019,0,458333333333333,92.04,4602,9.1;;;;;;35818819262;1;2;2;87.48;6;26.244;551.124;212019;18:43;524.88;26.244;5.1
34318710864,1,2,1,75.88,1,3794,79674,132019,0,4375,75.88,3794,7.1;;;;;;46013514390;3;1;2;30.68;3;4.602;96.642;1222019;11:00;92.04;4.602;9.1
17315011108,3,2,2,20.18,4,4036,84756,2132019,0,509722222222222,80.72,4036,5;;;;;;34318710864;1;2;1;75.88;1;3.794;79.674;132019;10:30;75.88;3.794;7.1
24314712663,2,2,1,18.77,6,5631,118251,1282019,0,696527777777778,112.62,5631,5.5;;;;;;17315011108;3;2;2;20.18;4;4.036;84.756;2132019;12:14;80.72;4.036;5
84111818232,3,1,2,71.2,1,3.56,74.76,152019,0,861111111111111,71.2,3.56,9.2;;;;;;24314712663;2;2;1;18.77;6;5.631;118.251;1282019;16:43;112.62;5.631;5.5
70112315550,2,2,1,38.81,4,7762,163002,3192019,0,569444444444444,155.24,7762,4.9;;;;;;84111818232;3;1;2;71.2;1;3.56;74.76;152019;20:40;71.2;3.56;9.2
64715011224,2,1,2,29.42,10,14.71,308.91,1122019,0,682638888888889,294.2,14.71,8.9;;;;;;70112315550;2;2;1;38.81;4;7.762;163.002;3192019;13:40;155.24;7.762;4.9
54114818554,1,1,1,60.95,9,274275,5759775,172019,0,505555555555556,548.55,274275,6;;;;;;64715011224;2;1;2;29.42;10;14.71;308.91;1122019;16:23;294.2;14.71;8.9
53912117227,1,1,1,51.54,5,12885,270585,1262019,0,739583333333333,257.7,12885,4.2;;;;;;54114818554;1;1;1;60.95;9;274.275;5.759.775;172019;12:08;548.55;274.275;6
21313211216,2,1,2,66.06,6,19818,416178,1232019,0,436111111111111,396.36,19818,7.3;;;;;;53912117227;1;1;1;51.54;5;12.885;270.585;1262019;17:45;257.7;12.885;4.2
74715817183,1,1,1,57.27,3,85905,1804005,292019,0,854861111111111,171.81,85905,6.5;;;;;;21313211216;2;1;2;66.06;6;19.818;416.178;1232019;10:28;396.36;19.818;7.3
58215218065,2,1,1,54.31,9,244395,5132295,2222019,0,450694444444444,488.79,244395,8.9;;;;;;74715817183;1;1;1;57.27;3;85.905;1.804.005;292019;20:31;171.81;85.905;6.5
21015711719,2,1,2,58.24,9,26208,550368,252019,0,523611111111111,524.16,26208,9.7;;;;;;58215218065;2;1;1;54.31;9;244.395;5.132.295;2222019;10:49;488.79;244.395;8.9
39916914630,2,1,2,22.21,6,6663,139923,372019,0,432638888888889,133.26,6663,8.6;;;;;;21015711719;2;1;2;58.24;9;26.208;550.368;252019;12:34;524.16;26.208;9.7
13417512619,3,2,2,19.32,7,6762,142002,3252019,0,785416666666667,135.24,6762,6.9;;;;;;39916914630;2;1;2;22.21;6;6.663;139.923;372019;10:23;133.26;6.663;8.6
35614418813,1,1,1,37.48,3,5622,118062,1202019,0,572916666666667,112.44,5622,7.7;;;;;;13417512619;3;2;2;19.32;7;6.762;142.002;3252019;18:51;135.24;6.762;6.9
19816619832,2,2,1,72.04,2,7204,151284,242019,0,818055555555556,144.08,7204,9.5;;;;;;35614418813;1;1;1;37.48;3;5.622;118.062;1202019;13:45;112.44;5.622;7.7
28312615248,2,2,2,98.52,10,49.26,1034.46,1302019,0,849305555555556,985.2,49.26,4.5;;;;;;19816619832;2;2;1;72.04;2;7.204;151.284;242019;19:38;144.08;7.204;9.5
71213910363,3,2,1,41.66,6,12498,262458,122019,0,641666666666667,249.96,12498,5.6;;;;;;28312615248;2;2;2;98.52;10;49.26;1034.46;1302019;20:23;985.2;49.26;4.5
21815919410,1,2,2,72.42,3,10863,228123,3292019,0,704166666666667,217.26,10863,8.2;;;;;;71213910363;3;2;1;41.66;6;12.498;262.458;122019;15:24;249.96;12.498;5.6
17417510888,1,1,2,21.58,9,9711,203931,3142019,0,522222222222222,194.22,9711,7.3;;;;;;21815919410;1;2;2;72.42;3;10.863;228.123;3292019;16:54;217.26;10.863;8.2
86619917614,2,1,1,89.2,10,44.6,936.6,2112019,0,654166666666667,892,44.6,4.4;;;;;;17417510888;1;1;2;21.58;9;9.711;203.931;3142019;12:32;194.22;9.711;7.3
13415414720,3,1,2,42.42,8,16968,356328,1302019,0,581944444444444,339.36,16968,5.7;;;;;;86619917614;2;1;1;89.2;10;44.6;936.6;2112019;15:42;892;44.6;4.4
76019012357,2,2,2,74.51,6,22353,469413,3202019,0,630555555555556,447.06,22353,5;;;;;;13415414720;3;1;2;42.42;8;16.968;356.328;1302019;13:58;339.36;16.968;5.7
51413712845,1,1,1,99.25,2,9925,208425,3202019,0,543055555555556,198.5,9925,9;;;;;;76019012357;2;2;2;74.51;6;22.353;469.413;3202019;15:08;447.06;22.353;5
69819815964,2,1,1,81.21,10,40605,852705,1172019,0,542361111111111,812.1,40605,6.3;;;;;;51413712845;1;1;1;99.25;2;9.925;208.425;3202019;13:02;198.5;9.925;9
71815719773,1,1,1,49.33,10,24665,517965,232019,0,694444444444445,493.3,24665,9.4;;;;;;69819815964;2;1;1;81.21;10;40.605;852.705;1172019;13:01;812.1;40.605;6.3
65118817328,3,1,1,65.74,9,29583,621243,112019,0,579861111111111,591.66,29583,7.7;;;;;;71815719773;1;1;1;49.33;10;24.665;517.965;232019;16:40;493.3;24.665;9.4
24111112261,1,1,1,79.86,7,27951,586971,1102019,0,439583333333333,559.02,27951,5.5;;;;;;65118817328;3;1;1;65.74;9;29.583;621.243;112019;13:55;591.66;29.583;7.7
40812619866,2,1,1,73.98,7,25893,543753,322019,0,695833333333333,517.86,25893,4.1;;;;;;24111112261;1;1;1;79.86;7;27.951;586.971;1102019;10:33;559.02;27.951;5.5
83418311826,3,2,2,82.04,5,20.51,430.71,2252019,0,719444444444444,410.2,20.51,7.6;;;;;;40812619866;2;1;1;73.98;7;25.893;543.753;322019;16:42;517.86;25.893;4.1
34316113544,2,2,2,26.67,10,13335,280035,1292019,0,491666666666667,266.7,13335,8.6;;;;;;83418311826;3;2;2;82.04;5;20.51;430.71;2252019;17:16;410.2;20.51;7.6
23914814278,2,2,2,10.13,7,35455,744555,3102019,0,815972222222222,70.91,35455,8.3;;;;;;34316113544;2;2;2;26.67;10;13.335;280.035;1292019;11:48;266.7;13.335;8.6
35513416244,1,1,2,72.39,2,7239,152019,1132019,0,829861111111111,144.78,7239,8.1;;;;;;23914814278;2;2;2;10.13;7;35.455;744.555;3102019;19:35;70.91;35.455;8.3
55018418664,2,1,2,85.91,5,214775,4510275,3222019,0,60625,429.55,214775,8.6;;;;;;35513416244;1;1;2;72.39;2;7.239;152.019;1132019;19:55;144.78;7.239;8.1
