Branch;City;Customer type;Gender;Unit price;Quantity;Tax 5%;Total;Time;Payment;cogs;gross income;Rating;;Branch,City,Customer type,Gender,Unit price,Quantity,Tax 5%,Total,Time,Payment,cogs,gross income,Rating
2;3;1;2;48.5;3;7.275;152.775;12:50;2;145.5;7.275;6.7;;2,3,1,2,48.5,3,7275,152775,0,534722222222222,2,145.5,7275,6.7
2;3;2;2;84.05;6;25.215;529.515;10:48;3;504.3;25.215;7.7;;2,3,2,2,84.05,6,25215,529515,0,45,3,504.3,25215,7.7
2;3;1;1;61.29;5;153.225;3.217.725;14:28;2;306.45;153.225;7;;2,3,1,1,61.29,5,153225,3217725,0,602777777777778,2,306.45,153225,7
3;2;1;2;15.95;6;4.785;100.485;17:15;3;95.7;4.785;5.1;;3,2,1,2,15.95,6,4785,100485,0,71875,3,95.7,4785,5.1
2;3;1;2;90.74;7;31.759;666.939;18:03;3;635.18;31.759;6.2;;2,3,1,2,90.74,7,31759,666939,0,752083333333333,3,635.18,31759,6.2
1;1;2;2;42.91;5;107.275;2.252.775;17:29;1;214.55;107.275;6.1;;1,1,2,2,42.91,5,107275,2252775,0,728472222222222,1,214.55,107275,6.1
1;1;2;2;54.28;7;18.998;398.958;18:05;1;379.96;18.998;9.3;;1,1,2,2,54.28,7,18998,398958,0,753472222222222,1,379.96,18998,9.3
1;1;2;1;99.55;7;348.425;7.316.925;12:07;2;696.85;348.425;7.6;;1,1,2,1,99.55,7,348425,7316925,0,504861111111111,2,696.85,348425,7.6
3;2;1;1;58.39;7;204.365;4.291.665;19:49;3;408.73;204.365;8.2;;3,2,1,1,58.39,7,204365,4291665,0,825694444444444,3,408.73,204365,8.2
3;2;1;2;51.47;1;25.735;540.435;15:52;1;51.47;25.735;8.5;;3,2,1,2,51.47,1,25735,540435,0,661111111111111,1,51.47,25735,8.5
2;3;1;1;54.86;5;13.715;288.015;16:48;1;274.3;13.715;9.8;;2,3,1,1,54.86,5,13715,288015,0,7,1,274.3,13715,9.8
3;2;1;1;39.39;5;98.475;2.067.975;20:46;3;196.95;98.475;8.7;;3,2,1,1,39.39,5,98475,2067975,0,865277777777778,3,196.95,98475,8.7
1;1;2;1;34.73;2;3.473;72.933;18:14;1;69.46;3.473;9.7;;1,1,2,1,34.73,2,3473,72933,0,759722222222222,1,69.46,3473,9.7
3;2;1;1;71.92;5;17.98;377.58;15:05;3;359.6;17.98;4.3;;3,2,1,1,71.92,5,17.98,377.58,0,628472222222222,3,359.6,17.98,4.3
2;3;2;2;45.71;3;68.565;1.439.865;10:34;3;137.13;68.565;7.7;;2,3,2,2,45.71,3,68565,1439865,0,440277777777778,3,137.13,68565,7.7
3;2;1;2;83.17;6;24.951;523.971;11:23;2;499.02;24.951;7.3;;3,2,1,2,83.17,6,24951,523971,0,474305555555556,2,499.02,24951,7.3
1;1;1;2;37.44;6;11.232;235.872;13:55;3;224.64;11.232;5.9;;1,1,1,2,37.44,6,11232,235872,0,579861111111111,3,224.64,11232,5.9
3;2;2;1;62.87;2;6.287;132.027;11:43;2;125.74;6.287;5;;3,2,2,1,62.87,2,6287,132027,0,488194444444444,2,125.74,6287,5
1;1;2;1;81.71;6;24.513;514.773;14:36;3;490.26;24.513;8;;1,1,2,1,81.71,6,24513,514773,0,608333333333333,3,490.26,24513,8
1;1;1;2;91.41;5;228.525;4.799.025;16:03;1;457.05;228.525;7.1;;1,1,1,2,91.41,5,228525,4799025,0,66875,1,457.05,228525,7.1
2;3;2;1;39.21;4;7.842;164.682;20:03;3;156.84;7.842;9;;2,3,2,1,39.21,4,7842,164682,0,835416666666667,3,156.84,7842,9
2;3;1;1;59.86;2;5.986;125.706;14:55;1;119.72;5.986;6.7;;2,3,1,1,59.86,2,5986,125706,0,621527777777778,1,119.72,5986,6.7
2;3;1;2;54.36;10;27.18;570.78;11:28;3;543.6;27.18;6.1;;2,3,1,2,54.36,10,27.18,570.78,0,477777777777778,3,543.6,27.18,6.1
1;1;2;1;98.09;9;441.405;9.269.505;19:41;2;882.81;441.405;9.3;;1,1,2,1,98.09,9,441405,9269505,0,820138888888889,2,882.81,441405,9.3
1;1;2;1;25.43;6;7.629;160.209;19:01;1;152.58;7.629;7;;1,1,2,1,25.43,6,7629,160209,0,792361111111111,1,152.58,7629,7
1;1;1;1;86.68;8;34.672;728.112;18:04;3;693.44;34.672;7.2;;1,1,1,1,86.68,8,34672,728112,0,752777777777778,3,693.44,34672,7.2
2;3;2;1;22.95;10;11.475;240.975;19:20;1;229.5;11.475;8.2;;2,3,2,1,22.95,10,11475,240975,0,805555555555555,1,229.5,11475,8.2
3;2;2;2;16.31;9;73.395;1.541.295;10:31;1;146.79;73.395;8.4;;3,2,2,2,16.31,9,73395,1541295,0,438194444444444,1,146.79,73395,8.4
1;1;2;2;28.32;5;7.08;148.68;13:28;1;141.6;7.08;6.2;;1,1,2,2,28.32,5,7.08,148.68,0,561111111111111,1,141.6,7.08,6.2
3;2;2;1;16.67;7;58.345;1.225.245;11:36;1;116.69;58.345;7.4;;3,2,2,1,16.67,7,58345,1225245,0,483333333333333,1,116.69,58345,7.4
2;3;1;2;73.96;1;3.698;77.658;11:32;3;73.96;3.698;5;;2,3,1,2,73.96,1,3698,77658,0,480555555555556,3,73.96,3698,5
1;1;2;1;97.94;1;4.897;102.837;11:44;1;97.94;4.897;6.9;;1,1,2,1,97.94,1,4897,102837,0,488888888888889,1,97.94,4897,6.9
1;1;2;2;73.05;4;14.61;306.81;17:16;3;292.2;14.61;4.9;;1,1,2,2,73.05,4,14.61,306.81,0,719444444444444,3,292.2,14.61,4.9
3;2;1;2;87.48;6;26.244;551.124;18:43;1;524.88;26.244;5.1;;3,2,1,2,87.48,6,26244,551124,0,779861111111111,1,524.88,26244,5.1
1;1;2;1;30.68;3;4.602;96.642;11:00;1;92.04;4.602;9.1;;1,1,2,1,30.68,3,4602,96642,0,458333333333333,1,92.04,4602,9.1
3;2;1;1;75.88;1;3.794;79.674;10:30;3;75.88;3.794;7.1;;3,2,1,1,75.88,1,3794,79674,0,4375,3,75.88,3794,7.1
2;3;1;2;20.18;4;4.036;84.756;12:14;3;80.72;4.036;5;;2,3,1,2,20.18,4,4036,84756,0,509722222222222,3,80.72,4036,5
3;2;1;1;18.77;6;5.631;118.251;16:43;3;112.62;5.631;5.5;;3,2,1,1,18.77,6,5631,118251,0,696527777777778,3,112.62,5631,5.5
2;3;2;2;71.2;1;3.56;74.76;20:40;3;71.2;3.56;9.2;;2,3,2,2,71.2,1,3.56,74.76,0,861111111111111,3,71.2,3.56,9.2
2;3;1;1;38.81;4;7.762;163.002;13:40;1;155.24;7.762;4.9;;2,3,1,1,38.81,4,7762,163002,0,569444444444444,1,155.24,7762,4.9
1;1;2;2;29.42;10;14.71;308.91;16:23;1;294.2;14.71;8.9;;1,1,2,2,29.42,10,14.71,308.91,0,682638888888889,1,294.2,14.71,8.9
1;1;2;1;60.95;9;274.275;5.759.775;12:08;3;548.55;274.275;6;;1,1,2,1,60.95,9,274275,5759775,0,505555555555556,3,548.55,274275,6
2;3;2;2;51.54;5;12.885;270.585;17:45;2;257.7;12.885;4.2;;2,3,2,2,51.54,5,12885,270585,0,739583333333333,2,257.7,12885,4.2
1;1;2;2;66.06;6;19.818;416.178;10:28;2;396.36;19.818;7.3;;1,1,2,2,66.06,6,19818,416178,0,436111111111111,2,396.36,19818,7.3
2;3;2;1;57.27;3;85.905;1.804.005;20:31;1;171.81;85.905;6.5;;2,3,2,1,57.27,3,85905,1804005,0,854861111111111,1,171.81,85905,6.5
2;3;2;2;54.31;9;244.395;5.132.295;10:49;2;488.79;244.395;8.9;;2,3,2,2,54.31,9,244395,5132295,0,450694444444444,2,488.79,244395,8.9
2;3;2;2;58.24;9;26.208;550.368;12:34;2;524.16;26.208;9.7;;2,3,2,2,58.24,9,26208,550368,0,523611111111111,2,524.16,26208,9.7
3;2;2;1;22.21;6;6.663;139.923;10:23;3;133.26;6.663;8.6;;3,2,2,1,22.21,6,6663,139923,0,432638888888889,3,133.26,6663,8.6
1;1;1;1;19.32;7;6.762;142.002;18:51;2;135.24;6.762;6.9;;1,1,1,1,19.32,7,6762,142002,0,785416666666667,2,135.24,6762,6.9
2;3;2;1;37.48;3;5.622;118.062;13:45;3;112.44;5.622;7.7;;2,3,2,1,37.48,3,5622,118062,0,572916666666667,3,112.44,5622,7.7
2;3;1;2;72.04;2;7.204;151.284;19:38;2;144.08;7.204;9.5;;2,3,1,2,72.04,2,7204,151284,0,818055555555556,2,144.08,7204,9.5
3;2;1;2;98.52;10;49.26;1034.46;20:23;1;985.2;49.26;4.5;;3,2,1,2,98.52,10,49.26,1034.46,0,849305555555556,1,985.2,49.26,4.5
1;1;1;1;41.66;6;12.498;262.458;15:24;1;249.96;12.498;5.6;;1,1,1,1,41.66,6,12498,262458,0,641666666666667,1,249.96,12498,5.6
1;1;1;2;72.42;3;10.863;228.123;16:54;1;217.26;10.863;8.2;;1,1,1,2,72.42,3,10863,228123,0,704166666666667,1,217.26,10863,8.2
2;3;2;1;21.58;9;9.711;203.931;12:32;2;194.22;9.711;7.3;;2,3,2,1,21.58,9,9711,203931,0,522222222222222,2,194.22,9711,7.3
3;2;2;1;89.2;10;44.6;936.6;15:42;3;892;44.6;4.4;;3,2,2,1,89.2,10,44.6,936.6,0,654166666666667,3,892,44.6,4.4
2;3;2;2;42.42;8;16.968;356.328;13:58;1;339.36;16.968;5.7;;2,3,2,2,42.42,8,16968,356328,0,581944444444444,1,339.36,16968,5.7
1;1;1;1;74.51;6;22.353;469.413;15:08;1;447.06;22.353;5;;1,1,1,1,74.51,6,22353,469413,0,630555555555556,1,447.06,22353,5
2;3;2;1;99.25;2;9.925;208.425;13:02;2;198.5;9.925;9;;2,3,2,1,99.25,2,9925,208425,0,543055555555556,2,198.5,9925,9
1;1;2;2;81.21;10;40.605;852.705;13:01;3;812.1;40.605;6.3;;1,1,2,2,81.21,10,40605,852705,0,542361111111111,3,812.1,40605,6.3
3;2;2;2;49.33;10;24.665;517.965;16:40;3;493.3;24.665;9.4;;3,2,2,2,49.33,10,24665,517965,0,694444444444445,3,493.3,24665,9.4
1;1;2;2;65.74;9;29.583;621.243;13:55;2;591.66;29.583;7.7;;1,1,2,2,65.74,9,29583,621243,0,579861111111111,2,591.66,29583,7.7
2;3;2;2;79.86;7;27.951;586.971;10:33;3;559.02;27.951;5.5;;2,3,2,2,79.86,7,27951,586971,0,439583333333333,3,559.02,27951,5.5
3;2;2;2;73.98;7;25.893;543.753;16:42;1;517.86;25.893;4.1;;3,2,2,2,73.98,7,25893,543753,0,695833333333333,1,517.86,25893,4.1
2;3;1;2;82.04;5;20.51;430.71;17:16;3;410.2;20.51;7.6;;2,3,1,2,82.04,5,20.51,430.71,0,719444444444444,3,410.2,20.51,7.6
2;3;1;1;26.67;10;13.335;280.035;11:48;2;266.7;13.335;8.6;;2,3,1,1,26.67,10,13335,280035,0,491666666666667,2,266.7,13335,8.6
1;1;1;1;10.13;7;35.455;744.555;19:35;1;70.91;35.455;8.3;;1,1,1,1,10.13,7,35455,744555,0,815972222222222,1,70.91,35455,8.3
2;3;2;1;72.39;2;7.239;152.019;19:55;3;144.78;7.239;8.1;;2,3,2,1,72.39,2,7239,152019,0,829861111111111,3,144.78,7239,8.1
1;1;2;1;85.91;5;214.775;4.510.275;14:33;3;429.55;214.775;8.6;;1,1,2,1,85.91,5,214775,4510275,0,60625,3,429.55,214775,8.6
2;3;1;1;81.31;7;284.585;5.976.285;19:49;1;569.17;284.585;6.3;;2,3,1,1,81.31,7,284585,5976285,0,825694444444444,1,569.17,284585,6.3
2;3;2;1;60.3;4;12.06;253.26;18:43;2;241.2;12.06;5.8;;2,3,2,1,60.3,4,12.06,253.26,0,779861111111111,2,241.2,12.06,5.8
3;2;2;1;31.77;4;6.354;133.434;14:43;1;127.08;6.354;6.2;;3,2,2,1,31.77,4,6354,133434,0,613194444444444,1,127.08,6354,6.2
1;1;2;2;64.27;4;12.854;269.934;13:54;2;257.08;12.854;7.7;;1,1,2,2,64.27,4,12854,269934,0,579166666666667,2,257.08,12854,7.7
2;3;2;1;69.51;2;6.951;145.971;12:15;1;139.02;6.951;8.1;;2,3,2,1,69.51,2,6951,145971,0,510416666666667,1,139.02,6951,8.1
3;2;2;1;27.22;3;4.083;85.743;12:37;2;81.66;4.083;7.3;;3,2,2,1,27.22,3,4083,85743,0,525694444444444,2,81.66,4083,7.3
1;1;1;2;77.68;4;15.536;326.256;19:54;2;310.72;15.536;8.4;;1,1,1,2,77.68,4,15536,326256,0,829166666666667,2,310.72,15536,8.4
3;2;1;2;92.98;2;9.298;195.258;15:06;3;185.96;9.298;8;;3,2,1,2,92.98,2,9298,195258,0,629166666666667,3,185.96,9298,8
2;3;1;2;18.08;4;3.616;75.936;18:03;3;72.32;3.616;9.5;;2,3,1,2,18.08,4,3616,75936,0,752083333333333,3,72.32,3616,9.5
2;3;2;1;63.06;3;9.459;198.639;15:58;1;189.18;9.459;7;;2,3,2,1,63.06,3,9459,198639,0,665277777777778,1,189.18,9459,7
1;1;2;1;51.71;4;10.342;217.182;13:53;3;206.84;10.342;9.8;;1,1,2,1,51.71,4,10342,217182,0,578472222222222,3,206.84,10342,9.8
1;1;2;2;52.34;3;7.851;164.871;14:03;2;157.02;7.851;9.2;;1,1,2,2,52.34,3,7851,164871,0,585416666666667,2,157.02,7851,9.2
1;1;2;2;43.06;5;10.765;226.065;16:38;1;215.3;10.765;7.7;;1,1,2,2,43.06,5,10765,226065,0,693055555555556,1,215.3,10765,7.7
3;2;2;1;59.61;10;29.805;625.905;11:07;2;596.1;29.805;5.3;;3,2,2,1,59.61,10,29805,625905,0,463194444444444,2,596.1,29805,5.3
1;1;2;1;14.62;5;3.655;76.755;12:23;2;73.1;3.655;4.4;;1,1,2,1,14.62,5,3655,76755,0,515972222222222,2,73.1,3655,4.4
3;2;1;1;46.53;6;13.959;293.139;10:54;3;279.18;13.959;4.3;;3,2,1,1,46.53,6,13959,293139,0,454166666666667,3,279.18,13959,4.3
3;2;1;2;24.24;7;8.484;178.164;17:38;1;169.68;8.484;9.4;;3,2,1,2,24.24,7,8484,178164,0,734722222222222,1,169.68,8484,9.4
1;1;1;2;45.58;1;2.279;47.859;14:13;2;45.58;2.279;9.8;;1,1,1,2,45.58,1,2279,47859,0,592361111111111,2,45.58,2279,9.8
1;1;1;2;75.2;3;11.28;236.88;11:51;1;225.6;11.28;4.8;;1,1,1,2,75.2,3,11.28,236.88,0,49375,1,225.6,11.28,4.8
2;3;1;1;96.8;3;14.52;304.92;13:05;2;290.4;14.52;5.3;;2,3,1,1,96.8,3,14.52,304.92,0,545138888888889,2,290.4,14.52,5.3
2;3;2;1;14.82;3;2.223;46.683;11:30;3;44.46;2.223;8.7;;2,3,2,1,14.82,3,2223,46683,0,479166666666667,3,44.46,2223,8.7
1;1;2;1;52.2;3;7.83;164.43;13:30;3;156.6;7.83;9.5;;1,1,2,1,52.2,3,7.83,164.43,0,5625,3,156.6,7.83,9.5
3;2;2;2;46.66;9;20.997;440.937;19:11;1;419.94;20.997;5.3;;3,2,2,2,46.66,9,20997,440937,0,799305555555556,1,419.94,20997,5.3
3;2;2;2;36.85;5;92.125;1.934.625;18:53;2;184.25;92.125;9.2;;3,2,2,2,36.85,5,92125,1934625,0,786805555555556,2,184.25,92125,9.2
1;1;1;2;70.32;2;7.032;147.672;14:22;1;140.64;7.032;9.6;;1,1,1,2,70.32,2,7032,147672,0,598611111111111,1,140.64,7032,9.6
3;2;2;1;83.08;1;4.154;87.234;17:16;1;83.08;4.154;6.4;;3,2,2,1,83.08,1,4154,87234,0,719444444444444,1,83.08,4154,6.4
3;2;2;2;64.99;1;32.495;682.395;10:06;3;64.99;32.495;4.5;;3,2,2,2,64.99,1,32495,682395,0,420833333333333,3,64.99,32495,4.5
3;2;2;1;77.56;10;38.78;814.38;20:35;1;775.6;38.78;6.9;;3,2,2,1,77.56,10,38.78,814.38,0,857638888888889,1,775.6,38.78,6.9
2;3;2;2;54.51;6;16.353;343.413;13:54;1;327.06;16.353;7.8;;2,3,2,2,54.51,6,16353,343413,0,579166666666667,1,327.06,16353,7.8
3;2;1;2;51.89;7;181.615;3.813.915;20:08;2;363.23;181.615;4.5;;3,2,1,2,51.89,7,181615,3813915,0,838888888888889,2,363.23,181615,4.5
2;3;2;1;31.75;4;6.35;133.35;15:26;2;127;6.35;8.6;;2,3,2,1,31.75,4,6.35,133.35,0,643055555555556,2,127,6.35,8.6
1;1;1;2;53.65;7;187.775;3.943.275;12:56;1;375.55;187.775;5.2;;1,1,1,2,53.65,7,187775,3943275,0,538888888888889,1,375.55,187775,5.2
3;2;1;2;49.79;4;9.958;209.118;19:16;3;199.16;9.958;6.4;;3,2,1,2,49.79,4,9958,209118,0,802777777777778,3,199.16,9958,6.4
1;1;2;1;30.61;1;15.305;321.405;12:20;1;30.61;15.305;5.2;;1,1,2,1,30.61,1,15305,321405,0,513888888888889,1,30.61,15305,5.2
2;3;1;1;57.89;2;5.789;121.569;10:37;1;115.78;5.789;8.9;;2,3,1,1,57.89,2,5789,121569,0,442361111111111,1,115.78,5789,8.9
1;1;2;2;28.96;1;1.448;30.408;10:18;3;28.96;1.448;6.2;;1,1,2,2,28.96,1,1448,30408,0,429166666666667,3,28.96,1448,6.2
3;2;1;2;98.97;9;445.365;9.352.665;11:23;2;890.73;445.365;6.7;;3,2,1,2,98.97,9,445365,9352665,0,474305555555556,2,890.73,445365,6.7
2;3;1;1;93.22;3;13.983;293.643;11:45;2;279.66;13.983;7.2;;2,3,1,1,93.22,3,13983,293643,0,489583333333333,2,279.66,13983,7.2
3;2;1;1;80.93;1;40.465;849.765;16:08;3;80.93;40.465;9;;3,2,1,1,80.93,1,40465,849765,0,672222222222222,3,80.93,40465,9
1;1;1;1;67.45;10;33.725;708.225;11:25;1;674.5;33.725;4.2;;1,1,1,1,67.45,10,33725,708225,0,475694444444444,1,674.5,33725,4.2
1;1;1;2;38.72;9;17.424;365.904;12:24;1;348.48;17.424;4.2;;1,1,1,2,38.72,9,17424,365904,0,516666666666667,1,348.48,17424,4.2
2;3;1;1;72.6;6;21.78;457.38;19:51;2;435.6;21.78;6.9;;2,3,1,1,72.6,6,21.78,457.38,0,827083333333333,2,435.6,21.78,6.9
3;2;1;1;87.91;5;219.775;4.615.275;18:10;1;439.55;219.775;4.4;;3,2,1,1,87.91,5,219775,4615275,0,756944444444445,1,439.55,219775,4.4
1;1;1;1;98.53;6;29.559;620.739;11:22;3;591.18;29.559;4;;1,1,1,1,98.53,6,29559,620739,0,473611111111111,3,591.18,29559,4
3;2;1;2;43.46;6;13.038;273.798;17:55;1;260.76;13.038;8.5;;3,2,1,2,43.46,6,13038,273798,0,746527777777778,1,260.76,13038,8.5
1;1;2;2;71.68;3;10.752;225.792;15:30;3;215.04;10.752;9.2;;1,1,2,2,71.68,3,10752,225792,0,645833333333333,3,215.04,10752,9.2
1;1;1;2;91.61;1;45.805;961.905;19:44;2;91.61;45.805;9.8;;1,1,1,2,91.61,1,45805,961905,0,822222222222222,2,91.61,45805,9.8
2;3;1;2;94.59;7;331.065;6.952.365;15:27;3;662.13;331.065;4.9;;2,3,1,2,94.59,7,331065,6952365,0,64375,3,662.13,331065,4.9
2;3;2;2;83.25;10;41.625;874.125;11:25;3;832.5;41.625;4.4;;2,3,2,2,83.25,10,41625,874125,0,475694444444444,3,832.5,41625,4.4
2;3;1;1;91.35;1;45.675;959.175;15:42;2;91.35;45.675;6.8;;2,3,1,1,91.35,1,45675,959175,0,654166666666667,2,91.35,45675,6.8
2;3;1;2;78.88;2;7.888;165.648;16:04;2;157.76;7.888;9.1;;2,3,1,2,78.88,2,7888,165648,0,669444444444444,2,157.76,7888,9.1
1;1;2;1;60.87;2;6.087;127.827;12:37;1;121.74;6.087;8.7;;1,1,2,1,60.87,2,6087,127827,0,525694444444444,1,121.74,6087,8.7
2;3;1;1;82.58;10;41.29;867.09;14:41;2;825.8;41.29;5;;2,3,1,1,82.58,10,41.29,867.09,0,611805555555556,2,825.8,41.29,5
1;1;1;1;53.3;3;7.995;167.895;14:19;1;159.9;7.995;7.5;;1,1,1,1,53.3,3,7995,167895,0,596527777777778,1,159.9,7995,7.5
1;1;2;2;12.09;1;0.6045;126.945;18:19;3;12.09;0.6045;8.2;;1,1,2,2,12.09,1,0.6045,126945,0,763194444444444,3,12.09,0.6045,8.2
1;1;2;1;64.19;10;32.095;673.995;14:08;3;641.9;32.095;6.7;;1,1,2,1,64.19,10,32095,673995,0,588888888888889,3,641.9,32095,6.7
1;1;2;1;78.31;3;117.465;2.466.765;16:38;1;234.93;117.465;5.4;;1,1,2,1,78.31,3,117465,2466765,0,693055555555556,1,234.93,117465,5.4
1;1;1;1;83.77;2;8.377;175.917;10:54;3;167.54;8.377;7;;1,1,1,1,83.77,2,8377,175917,0,454166666666667,3,167.54,8377,7
2;3;2;1;99.7;3;14.955;314.055;11:29;1;299.1;14.955;4.7;;2,3,2,1,99.7,3,14955,314055,0,478472222222222,1,299.1,14955,4.7
2;3;1;1;79.91;3;119.865;2.517.165;19:28;3;239.73;119.865;5;;2,3,1,1,79.91,3,119865,2517165,0,811111111111111,3,239.73,119865,5
2;3;1;1;66.47;10;33.235;697.935;15:01;3;664.7;33.235;5;;2,3,1,1,66.47,10,33235,697935,0,625694444444444,3,664.7,33235,5
1;1;2;1;28.95;7;101.325;2.127.825;20:31;3;202.65;101.325;6;;1,1,2,1,28.95,7,101325,2127825,0,854861111111111,3,202.65,101325,6
3;2;2;2;46.2;1;2.31;48.51;12:16;2;46.2;2.31;6.3;;3,2,2,2,46.2,1,2.31,48.51,0,511111111111111,2,46.2,2.31,6.3
2;3;1;2;17.63;5;44.075;925.575;15:27;2;88.15;44.075;8.5;;2,3,1,2,17.63,5,44075,925575,0,64375,2,88.15,44075,8.5
2;3;2;1;52.42;3;7.863;165.123;17:36;1;157.26;7.863;7.5;;2,3,2,1,52.42,3,7863,165123,0,733333333333333,1,157.26,7863,7.5
2;3;1;2;98.79;3;148.185;3.111.885;20:00;1;296.37;148.185;6.4;;2,3,1,2,98.79,3,148185,3111885,0,833333333333333,1,296.37,148185,6.4
3;2;1;2;88.55;8;35.42;743.82;15:29;1;708.4;35.42;4.7;;3,2,1,2,88.55,8,35.42,743.82,0,645138888888889,1,708.4,35.42,4.7
2;3;1;1;55.67;2;5.567;116.907;15:08;1;111.34;5.567;6;;2,3,1,1,55.67,2,5567,116907,0,630555555555556,1,111.34,5567,6
3;2;1;2;72.52;8;29.008;609.168;19:26;3;580.16;29.008;4;;3,2,1,2,72.52,8,29008,609168,0,809722222222222,3,580.16,29008,4
3;2;1;1;12.05;5;30.125;632.625;15:53;1;60.25;30.125;5.5;;3,2,1,1,12.05,5,30125,632625,0,661805555555556,1,60.25,30125,5.5
1;1;1;1;19.36;9;8.712;182.952;18:43;1;174.24;8.712;8.7;;1,1,1,1,19.36,9,8712,182952,0,779861111111111,1,174.24,8712,8.7
3;2;2;1;70.21;6;21.063;442.323;14:58;2;421.26;21.063;7.4;;3,2,2,1,70.21,6,21063,442323,0,623611111111111,2,421.26,21063,7.4
2;3;1;1;33.63;1;16.815;353.115;19:55;2;33.63;16.815;5.6;;2,3,1,1,33.63,1,16815,353115,0,829861111111111,2,33.63,16815,5.6
3;2;1;2;15.49;2;1.549;32.529;15:10;2;30.98;1.549;6.3;;3,2,1,2,15.49,2,1549,32529,0,631944444444444,2,30.98,1549,6.3
3;2;2;1;24.74;10;12.37;259.77;16:44;2;247.4;12.37;7.1;;3,2,2,1,24.74,10,12.37,259.77,0,697222222222222,2,247.4,12.37,7.1
2;3;2;1;75.66;5;18.915;397.215;18:22;1;378.3;18.915;7.8;;2,3,2,1,75.66,5,18915,397215,0,765277777777778,1,378.3,18915,7.8
2;3;2;2;55.81;6;16.743;351.603;11:52;2;334.86;16.743;9.9;;2,3,2,2,55.81,6,16743,351603,0,494444444444444,2,334.86,16743,9.9
1;1;1;1;72.78;10;36.39;764.19;17:24;2;727.8;36.39;7.3;;1,1,1,1,72.78,10,36.39,764.19,0,725,2,727.8,36.39,7.3
2;3;1;1;37.32;9;16.794;352.674;15:31;1;335.88;16.794;5.1;;2,3,1,1,37.32,9,16794,352674,0,646527777777778,1,335.88,16794,5.1
2;3;1;1;60.18;4;12.036;252.756;18:04;3;240.72;12.036;9.4;;2,3,1,1,60.18,4,12036,252756,0,752777777777778,3,240.72,12036,9.4
1;1;2;2;15.69;3;23.535;494.235;14:13;3;47.07;23.535;5.8;;1,1,2,2,15.69,3,23535,494235,0,592361111111111,3,47.07,23535,5.8
3;2;2;2;99.69;1;49.845;1.046.745;10:23;3;99.69;49.845;8;;3,2,2,2,99.69,1,49845,1046745,0,432638888888889,3,99.69,49845,8
1;1;1;2;88.15;3;132.225;2.776.725;10:11;1;264.45;132.225;7.9;;1,1,1,2,88.15,3,132225,2776725,0,424305555555556,1,264.45,132225,7.9
1;1;1;2;27.93;5;69.825;1.466.325;15:48;2;139.65;69.825;5.9;;1,1,1,2,27.93,5,69825,1466325,0,658333333333333,2,139.65,69825,5.9
1;1;1;1;55.45;1;27.725;582.225;17:46;3;55.45;27.725;4.9;;1,1,1,1,55.45,1,27725,582225,0,740277777777778,3,55.45,27725,4.9
2;3;2;2;42.97;3;64.455;1.353.555;11:46;2;128.91;64.455;9.3;;2,3,2,2,42.97,3,64455,1353555,0,490277777777778,2,128.91,64455,9.3
3;2;1;1;17.14;7;5.999;125.979;12:07;3;119.98;5.999;7.9;;3,2,1,1,17.14,7,5999,125979,0,504861111111111,3,119.98,5999,7.9
2;3;1;2;58.75;6;17.625;370.125;18:14;3;352.5;17.625;5.9;;2,3,1,2,58.75,6,17625,370125,0,759722222222222,3,352.5,17625,5.9
3;2;1;2;87.1;10;43.55;914.55;14:45;3;871;43.55;9.9;;3,2,1,2,87.1,10,43.55,914.55,0,614583333333333,3,871,43.55,9.9
3;2;2;2;98.8;2;9.88;207.48;11:39;2;197.6;9.88;7.7;;3,2,2,2,98.8,2,9.88,207.48,0,485416666666667,2,197.6,9.88,7.7
1;1;2;2;48.63;4;9.726;204.246;15:44;1;194.52;9.726;7.6;;1,1,2,2,48.63,4,9726,204246,0,655555555555556,1,194.52,9726,7.6
2;3;1;1;57.74;3;8.661;181.881;13:06;1;173.22;8.661;7.7;;2,3,1,1,57.74,3,8661,181881,0,545833333333333,1,173.22,8661,7.7
2;3;2;2;17.97;4;3.594;75.474;20:43;1;71.88;3.594;6.4;;2,3,2,2,17.97,4,3594,75474,0,863194444444444,1,71.88,3594,6.4
3;2;1;2;47.71;6;14.313;300.573;14:19;1;286.26;14.313;4.4;;3,2,1,2,47.71,6,14313,300573,0,596527777777778,1,286.26,14313,4.4
2;3;2;2;40.62;2;4.062;85.302;10:01;3;81.24;4.062;4.1;;2,3,2,2,40.62,2,4062,85302,0,417361111111111,3,81.24,4062,4.1
1;1;1;1;56.04;10;28.02;588.42;19:30;1;560.4;28.02;4.4;;1,1,1,1,56.04,10,28.02,588.42,0,8125,1,560.4,28.02,4.4
2;3;1;1;93.4;2;9.34;196.14;16:34;2;186.8;9.34;5.5;;2,3,1,1,93.4,2,9.34,196.14,0,690277777777778,2,186.8,9.34,5.5
2;3;2;2;73.41;3;110.115;2.312.415;13:10;1;220.23;110.115;4;;2,3,2,2,73.41,3,110115,2312415,0,548611111111111,1,220.23,110115,4
3;2;2;1;33.64;8;13.456;282.576;17:10;3;269.12;13.456;9.3;;3,2,2,1,33.64,8,13456,282576,0,715277777777778,3,269.12,13456,9.3
1;1;2;2;45.48;10;22.74;477.54;10:22;3;454.8;22.74;4.8;;1,1,2,2,45.48,10,22.74,477.54,0,431944444444444,3,454.8,22.74,4.8
